Tiempo_ms	Voltaje_V
3575	1.09597
3576	2.29512
3576	0.88645
3577	2.32251
3577	0.90739
3578	0.96943
3579	1.22488
3579	1.79062
3580	1.71649
3580	1.24427
3581	2.17422
3581	0.93237
3582	1.30228
3582	1.76886
3583	1.62057
3583	1.44654
3584	1.98483
3584	1.09839
3585	1.55611
3585	1.49569
3586	1.94294
3586	1.13706
3587	2.19033
3587	0.96057
3588	1.10886
3589	1.13223
3590	1.33934
3591	2.29351
3591	1.43602
3592	1.86479
3592	1.27488
3593	2.05332
3593	1.12820
3594	1.05408
3595	1.43843
3596	1.84701
3596	1.37962
3597	1.97839
3597	1.23374
3598	2.01787
3598	1.23535
3599	2.02190
3599	1.22810
3600	0.89047
3601	0.90578
3602	1.13545
3603	1.09758
3604	1.32967
3605	1.84057
3605	1.45218
3606	1.71166
3606	1.56659
3607	1.56095
3607	1.78256
3608	1.37156
3608	1.92360
3609	1.20796
3610	1.64635
3610	1.70360
3611	1.37962
3611	1.91071
3612	1.18862
3613	1.44574
3614	2.01384
3614	1.06938
3615	2.25962
3615	0.92834
3616	1.02583
3617	2.04929
3617	1.37720
3618	1.18379
3619	2.22175
3620	1.32725
3621	2.11943
3621	0.97426
3622	1.54483
3623	1.42635
3624	2.02190
3624	1.02099
3625	1.80270
3625	1.77047
3626	1.12336
3627	0.89611
3628	1.01696
3630	2.12829
3630	0.92915
3631	1.13464
3632	1.75355
3632	1.82123
3633	1.12498
3634	2.28948
3684	1.97597
3684	0.88483
3685	2.32493
3685	0.90659
3686	0.92270
3687	0.97749
3688	2.34185
3688	0.90256
3689	0.91948
3690	2.35071
3690	0.89047
3691	0.88725
3692	0.88806
3693	0.88483
3694	2.34668
3694	0.92915
3695	1.06374
3696	2.30318
3696	0.90014
3697	0.91223
3698	0.97749
3699	2.32332
3699	0.92753
3700	1.07502
3701	1.71408
3701	1.40460
3702	1.94858
3702	1.13142
3703	2.22498
3703	0.92834
3704	1.08711
3705	1.86721
3705	1.23782
3706	2.10412
3706	1.05488
3707	2.26365
3707	0.93720
3708	1.20313
3708	1.96872
3709	1.32483
3710	2.34991
3710	0.99038
3711	2.25640
3712	1.04441
3713	2.33782
3713	1.03066
3714	1.39171
3714	1.83009
3715	1.48119
3715	1.74147
3716	1.50455
3716	1.71972
3717	1.51341
3717	1.75275
3718	1.46749
3718	1.83251
3719	1.38526
3719	1.89379
3720	1.35706
3720	2.01464
3721	1.16929
3722	2.11138
3722	1.09436
3723	2.31768
3723	0.89047
3724	0.99602
3725	2.07270
3725	1.26924
3726	1.81479
3726	1.56739
3727	1.52308
3727	1.84701
3728	1.26844
3729	2.11379
3729	1.01938
3730	2.28626
3730	0.88886
3731	0.97346
3732	0.90900
3733	0.98393
3734	0.89853
3735	1.01535
3736	2.05412
3736	1.39896
3737	1.19588
3738	1.28052
3739	2.18711
3739	0.91787
3740	1.04280
3741	1.45460
3742	2.10574
3742	0.93076
3743	1.08066
3744	1.90749
3745	1.07341
3746	0.97426
3747	0.90820
3748	2.12427
3748	1.42232
3749	1.14431
3839	1.21038
3840	1.51502
3841	1.68185
3841	1.30066
3842	1.10081
3843	2.19758
3844	1.54322
3844	1.37076
3845	1.44327
3845	1.51422
3846	1.98806
3846	1.02099
3847	1.45057
3847	1.54564
3848	1.97355
3848	1.04763
3849	2.30882
3849	0.90014
3850	0.92673
3851	1.04199
3852	2.29673
3852	0.89047
3853	0.89531
3854	0.90014
3855	0.93559
3856	1.25957
3856	1.83412
3857	1.56659
3857	1.51825
3858	1.89299
3858	1.20877
3859	0.92109
3860	1.10242
3861	1.15479
3861	1.98645
3862	1.35706
3862	1.74389
3863	1.61412
3863	1.52147
3864	1.76000
3864	1.33853
3865	1.98161
3865	1.18298
3866	2.07593
3866	1.12578
3867	2.00014
3867	1.22327
3868	0.93156
3869	1.28133
3870	1.98161
3870	1.22810
3871	1.28938
3871	1.97919
3872	1.23782
3873	2.02431
3873	1.19185
3874	2.09526
3874	1.10967
3875	0.90175
3876	0.92915
3877	1.30147
3878	1.85673
3878	1.54725
3879	1.49891
3879	1.89782
3880	1.19346
3881	1.23535
3882	2.11943
3882	1.04360
3883	2.26445
3883	0.91223
3884	0.94445
3885	0.98796
3886	2.32735
3886	0.93962
3893	2.34749
3893	1.54403
3894	1.34900
3895	2.15649
3895	0.92995
3896	1.29019
3897	1.63507
3898	1.99209
3898	0.97185
3899	1.97678
3900	0.94929
3901	1.18137
3902	0.93156
3903	1.24668
3904	1.51986
3905	2.16133
3905	0.88564
3906	1.79626
3906	1.98081
3907	0.90336
3908	1.24507
3909	1.37076
3910	2.34024
3910	1.62298
3911	1.00569
3955	1.21924
3956	1.59479
3957	1.75033
3957	1.62862
3958	1.88815
3958	1.08872
3959	2.31204
3959	0.89209
3960	0.88242
3961	2.33943
3961	1.18862
3962	1.43682
3962	1.89782
3963	1.58028
3963	1.39654
3964	1.42635
3964	1.54403
3965	1.90991
3965	1.14190
3966	2.23464
3966	0.91867
3967	0.99118
3968	1.44654
3968	1.58592
3969	1.86237
3969	1.23455
3970	2.15166
3970	0.97588
3971	1.12175
3972	2.02754
3972	1.30791
3973	2.27014
3973	0.92673
3974	1.09919
3975	2.19597
3976	0.91867
3977	1.05005
3978	1.08308
3979	2.09123
3979	1.17654
3980	1.24024
3980	1.93649
3981	1.38284
3982	2.33540
3982	0.90014
3983	1.02019
3984	1.58351
3984	1.63507
3985	1.58190
3985	1.65848
3986	1.54322
3986	1.66332
3987	1.57626
3987	1.65204
3988	1.55128
3988	1.69555
3989	1.52872
3989	1.73261
3990	1.43924
3990	1.82687
3991	1.35787
3991	1.92280
3992	1.23535
3993	2.05654
3993	1.08630
3994	2.32090
3994	0.89611
3995	1.03957
3996	2.09687
3996	1.33047
3997	0.88483
3998	2.09929
3998	1.26441
3999	0.99602
4000	2.10735
4000	1.33450
4001	0.88645
4002	2.13152
4002	1.56095
4003	1.45299
4003	1.98161
4004	1.09597
4005	2.26687
4005	0.88806
4006	0.97426
4007	0.88886
4008	1.07664
4010	2.09123
4010	0.94929
4011	1.37881
4012	2.28626
4012	1.14753
4013	1.28616
4014	2.19275
4014	0.91142
4015	2.32976
4015	1.27005
4016	1.09194
4017	1.19749
4018	2.30559
4068	1.46668
4069	2.34427
4069	0.97104
4070	1.19910
4070	1.78175
4071	1.79626
4071	1.16365
4072	2.27740
4072	0.88081
4073	2.33540
4073	0.90014
4074	0.89128
4075	0.89450
4076	0.90336
4077	0.89611
4078	0.90336
4079	0.88806
4080	0.88645
4081	2.33621
4081	0.94526
4082	1.26119
4083	1.91635
4083	1.16929
