Tiempo_ms	Voltaje_V
895	1.68346
895	1.53275
896	1.71972
896	1.50213
897	1.75678
897	1.46024
898	1.79062
898	1.43118
899	1.80995
899	1.41507
900	1.81640
900	1.43118
901	1.77772
902	1.47071
902	1.70441
903	1.57142
903	1.60284
904	1.69071
904	1.49408
905	1.77450
905	1.43441
906	1.81640
906	1.41829
907	1.80351
908	1.47716
908	1.72213
909	1.56820
909	1.57706
910	1.73261
910	1.44005
911	1.81640
911	1.41910
912	1.79223
913	1.50213
927	1.41588
928	1.71408
929	1.47313
929	1.80673
929	1.41668
930	1.77934
930	1.52791
931	1.62460
931	1.70441
932	1.45702
932	1.81398
932	1.41910
933	1.79303
933	1.48441
934	1.67621
934	1.63346
935	1.52147
935	1.76967
935	1.42715
936	1.81962
936	1.43521
937	1.75758
937	1.52066
938	1.66010
938	1.63185
939	1.54161
939	1.73664
940	1.44815
940	1.81076
940	1.41668
941	1.81398
941	1.43924
942	1.76564
942	1.50938
943	1.68346
943	1.58028
944	1.61815
944	1.64071
945	1.57464
945	1.71166
946	1.49972
946	1.75194
947	1.45460
947	1.78175
948	1.43843
948	1.80673
948	1.42232
949	1.81801
949	1.41749
950	1.81801
950	1.41588
951	1.81962
951	1.42796
952	1.80995
952	1.42957
953	1.80592
953	1.42554
954	1.80673
954	1.42554
955	1.81881
955	1.41749
956	1.82365
956	1.41749
957	1.81962
957	1.41829
958	1.81640
958	1.42152
959	1.80351
960	1.43602
960	1.73180
961	1.53436
961	1.67702
962	1.60526
962	1.60526
963	1.66574
963	1.53678
964	1.72616
964	1.47716
965	1.78175
965	1.42152
966	1.81720
966	1.41829
967	1.81720
968	1.43924
968	1.77047
969	1.49891
969	1.66976
970	1.63346
970	1.54645
971	1.73986
971	1.46507
972	1.81317
972	1.41426
973	1.78417
974	1.50213
974	1.66332
975	1.64796
975	1.52389
976	1.76967
976	1.42554
998	1.73019
998	1.41910
999	1.81881
999	1.45057
1000	1.73261
1000	1.59317
1001	1.55370
1001	1.75919
1001	1.42796
1002	1.81640
1002	1.44976
1003	1.73825
1003	1.55209
1004	1.62460
1004	1.68427
1005	1.48924
1005	1.79303
1005	1.42232
1006	1.81398
1006	1.44574
1007	1.74469
1007	1.55370
1008	1.60687
1008	1.67057
1009	1.51180
1009	1.76967
1010	1.44005
1010	1.81479
1010	1.41749
1011	1.80270
1011	1.44166
1012	1.76886
1012	1.49408
1013	1.71085
1013	1.56900
1014	1.64393
1014	1.60123
1015	1.62137
1015	1.62621
1016	1.59559
1016	1.66735
1017	1.55853
1017	1.69957
1018	1.51986
1018	1.72697
1019	1.50374
1019	1.74469
1020	1.47393
1020	1.71569
1021	1.46991
1021	1.71488
1022	1.50938
1022	1.71085
1023	1.53597
1023	1.70038
1024	1.52389
1024	1.69474
1025	1.54886
1025	1.67621
1026	1.57303
1026	1.63426
1027	1.62137
1027	1.58673
1028	1.67218
1028	1.53194
1029	1.72374
1029	1.49649
1030	1.76483
1030	1.44574
1031	1.79545
1031	1.42232
1032	1.81801
1032	1.41910
1033	1.78578
1034	1.44493
1034	1.75758
1035	1.52147
1035	1.64554
1036	1.64796
1036	1.53194
1037	1.75597
1037	1.44005
1038	1.81640
1038	1.41829
1039	1.79867
1040	1.48683
1040	1.68668
1041	1.61332
1041	1.55531
1042	1.74630
1042	1.44735
1043	1.81801
1043	1.42152
1044	1.78175
1045	1.51583
1045	1.62862
1046	1.70924
1046	1.45057
1047	1.80512
1048	1.43038
1056	1.71891
1057	1.70521
1057	1.56659
1058	1.56095
1058	1.74308
1059	1.43763
1059	1.82123
1059	1.44735
1060	1.72938
1060	1.59237
1061	1.55450
1061	1.75194
1061	1.43199
1062	1.81881
1062	1.42796
1063	1.77370
1063	1.51180
1064	1.66332
1064	1.65929
1065	1.52389
1065	1.75758
1066	1.43763
1066	1.81962
1066	1.41749
1067	1.79142
1067	1.48038
1068	1.72052
1068	1.56900
1069	1.63829
1069	1.62379
1070	1.57223
1070	1.71085
1071	1.49891
1071	1.75033
1072	1.46588
1072	1.78981
1072	1.42715
1073	1.81720
1073	1.41588
1074	1.81881
1074	1.42152
1075	1.81156
1075	1.43843
1076	1.78095
1076	1.45540
1077	1.77611
1077	1.46104
1078	1.77450
1078	1.46588
1079	1.76886
1079	1.46991
1080	1.76081
1080	1.46507
1081	1.77531
1081	1.45943
1082	1.78014
1082	1.45138
1083	1.77853
1083	1.43602
1084	1.81881
1084	1.41749
1085	1.81156
1085	1.42393
1086	1.80270
1087	1.45057
1087	1.76967
1088	1.50052
1088	1.70844
1089	1.55853
1089	1.64152
1090	1.63104
1090	1.55209
1091	1.73180
1091	1.47474
1092	1.79303
1092	1.42635
1093	1.81962
1093	1.41749
1094	1.80512
1095	1.46346
1095	1.72938
1096	1.56417
1096	1.59962
1097	1.68910
1097	1.48924
1098	1.78900
1098	1.42232
1099	1.81801
1100	1.43843
1100	1.74550
1101	1.55853
1101	1.58431
1102	1.72858
1102	1.44493
1103	1.81962
1103	1.42715
1104	1.76403
1105	1.52469
1105	1.59720
1106	1.72777
1152	1.64554
1153	1.77128
1153	1.49810
1154	1.66493
1154	1.67218
1155	1.47877
1155	1.80995
1155	1.41990
1156	1.78739
1156	1.50777
1157	1.64232
1157	1.68829
1158	1.47796
1158	1.80270
1158	1.41588
1159	1.80995
1159	1.46346
1160	1.67782
1160	1.59317
1161	1.57384
1161	1.72294
1162	1.46427
1162	1.80673
1162	1.41507
1163	1.81640
1163	1.43279
1169	1.57384
1170	1.70199
1170	1.56175
1171	1.65526
1171	1.60043
1172	1.62943
1172	1.62057
1173	1.62298
1173	1.61654
1174	1.63426
1174	1.59962
1175	1.61815
1175	1.63829
1176	1.62943
1176	1.61573
1177	1.62621
1177	1.59962
1178	1.63588
1178	1.58431
1179	1.66251
1179	1.55450
1180	1.70199
1180	1.51261
1181	1.75114
1181	1.44976
1182	1.79062
1182	1.44246
1183	1.78981
1183	1.45057
1184	1.79545
1184	1.43521
1185	1.80190
1185	1.42474
1186	1.81317
1186	1.41990
1187	1.81801
1187	1.41829
1188	1.81962
1188	1.41990
1189	1.80995
1190	1.43118
1190	1.78336
1191	1.47313
1191	1.73744
1192	1.52469
1192	1.65687
1193	1.62862
1193	1.57223
1194	1.71972
1194	1.48199
1195	1.78256
1195	1.39009
1196	1.81720
1197	1.44085
1197	1.75597
1198	1.52953
1198	1.63990
1199	1.65123
1199	1.52469
1200	1.76322
1200	1.43360
1201	1.82043
1202	1.43763
1202	1.75114
1203	1.55692
1203	1.59559
1204	1.71972
1204	1.45218
1205	1.81640
1205	1.42313
1206	1.77047
1207	1.54564
1207	1.58592
1208	1.73180
1228	1.76645
1228	1.42232
1229	1.80512
1229	1.42393
1230	1.76886
1230	1.53517
1231	1.59559
1231	1.72213
1232	1.45621
1232	1.81801
1232	1.42635
1233	1.76886
1233	1.53436
1234	1.62701
1234	1.68024
1235	1.49085
1235	1.82284
1235	1.41588
1236	1.80995
1236	1.45863
1237	1.72455
1237	1.53839
1238	1.64635
1238	1.64232
1239	1.54000
1239	1.75678
1240	1.44493
1240	1.81156
1240	1.41668
1241	1.82284
1241	1.43682
1242	1.76806
1242	1.49247
1243	1.71085
1243	1.55611
1244	1.65365
1244	1.61251
1245	1.58995
1245	1.66332
1246	1.56981
1246	1.70763
1247	1.51100
1247	1.74469
1248	1.47555
1248	1.76645
1249	1.45218
1249	1.78981
1250	1.44166
1250	1.79948
1250	1.42877
1251	1.80673
1251	1.42232
1252	1.80834
1253	1.42393
1253	1.79545
1254	1.45138
1254	1.78256
1255	1.45863
1255	1.76483
1256	1.47877
1256	1.74308
1257	1.51261
1257	1.71005
1258	1.55772
1258	1.64715
1259	1.61171
1259	1.59398
1260	1.68507
1260	1.50374
1261	1.76483
1261	1.44815
1262	1.80109
1262	1.41910
1263	1.81881
1263	1.42071
1264	1.79464
1265	1.46185
1265	1.64635
1266	1.65285
1266	1.52308
1267	1.75597
1267	1.43924
1268	1.82607
1268	1.41910
1269	1.79062
1270	1.48441
1270	1.68991
1271	1.62540
1271	1.52711
1272	1.76806
1272	1.42554
1273	1.82929
1274	1.44574
1274	1.73180
1275	1.58512
1275	1.56336
1276	1.74550
1276	1.41990
1277	1.81720
1278	1.44246
1285	1.61896
1286	1.78336
1286	1.47393
1287	1.74228
1287	1.57303
1288	1.57142
1288	1.74550
1289	1.43924
1289	1.81640
1289	1.43118
1290	1.76161
1290	1.52389
1291	1.64313
1291	1.66654
1292	1.49569
1292	1.78820
1292	1.42474
1293	1.81801
1293	1.43118
1294	1.77370
1294	1.51744
1295	1.66171
1295	1.63426
1296	1.53597
1296	1.74389
1297	1.46668
1297	1.80512
1297	1.40460
1298	1.81720
1298	1.42554
1299	1.79142
1299	1.47796
1300	1.73100
1300	1.52066
1301	1.68588
1301	1.56256
1302	1.62379
1302	1.64232
1303	1.56256
1303	1.70119
1304	1.52066
1304	1.74469
1305	1.47716
1305	1.76886
1306	1.45138
1306	1.79384
1307	1.44493
1307	1.80592
1307	1.42957
1308	1.80753
1308	1.42635
1309	1.80834
1309	1.43118
1310	1.80512
1311	1.43602
1311	1.73744
1312	1.50455
1312	1.72616
1313	1.52066
1313	1.69555
1314	1.55772
1314	1.64715
1315	1.60687
1315	1.58753
1316	1.67460
1316	1.53114
1317	1.74066
1317	1.47232
1318	1.78095
1318	1.43441
1319	1.81881
1319	1.41749
1320	1.81237
1321	1.44412
1321	1.76645
1322	1.49569
1322	1.70521
1323	1.58592
1323	1.60123
1324	1.69152
1324	1.49569
1325	1.78014
1325	1.41990
1326	1.81881
1327	1.43441
1327	1.75678
1328	1.53758
1328	1.62379
1329	1.68427
1329	1.48683
1330	1.79626
1330	1.41910
1331	1.81640
1332	1.47716
1332	1.67702
1333	1.65285
1333	1.50858
1334	1.80109
1334	1.41910
1335	1.79384
1348	1.52066
1348	1.51100
1349	1.69313
1349	1.62701
1350	1.51905
1350	1.77692
1350	1.42474
1351	1.81801
1351	1.45218
1352	1.71005
1352	1.60526
1353	1.54725
1353	1.75919
1353	1.42877
1354	1.81881
1354	1.43360
1355	1.77047
1355	1.52872
1356	1.63346
1356	1.66654
1357	1.51100
